email,company,phone,permit_type,source
,SASEN DESIGN & DEVELOPMENT INC,,BUILDING PERMITS,newwest_permits
,SAUNDERS CONSTRUCTION MANAGEMENT LTD,,BUILDING PERMITS,newwest_permits
,SBPS HOMES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"SCHELL, DUNCAN",,BUILDING PERMITS,newwest_permits
,"SCHIMNOWSKY, SCOTT",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,SCHOOL DISTRICT 40,,PLUMBING PERMITS,newwest_permits
,SCHOOL DISTRICT NO. 40 (NEW WESTMINSTER),,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,SCHOOL DISTRICT NO.40 NEW WESTMINSTER,,PLUMBING PERMITS,newwest_permits
,"SCOULAR, BRANDON",,PLUMBING PERMITS,newwest_permits
,SEA TO SKY PLUMBING & HEATING SUPPLIES LTD,,PLUMBING PERMITS,newwest_permits
,SEASONS CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,"SEBLE, JAS",,BUILDING PERMITS,newwest_permits
,SEKHON BRO'S EXCAVATING,,BUILDING PERMITS,newwest_permits
,SEKHON BROS EXCAVATING LTD,,BUILDING PERMITS,newwest_permits
,"SEKHON, JASPREET",,PLUMBING PERMITS,newwest_permits
,"SEKHRI, KASHISH",,BUILDING PERMITS,newwest_permits
,SELECT SPRINKLERS INC,,PLUMBING PERMITS,newwest_permits
,SENSE ENGINEERING LTD,,BUILDING PERMITS,newwest_permits
,"SERVEDIO, CORINNA",,PLUMBING PERMITS,newwest_permits
,SEVEN MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,SGL,,PLUMBING PERMITS,newwest_permits
,"SHANNON, KEITO",,PLUMBING PERMITS,newwest_permits
,"SHARMA, ABHISHEK",,PLUMBING PERMITS,newwest_permits
,SHARP LOOK CUSTOM HOMES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,SHAUGHNESSY CONTRACTING INC,,BUILDING PERMITS,newwest_permits
,SHENHUA CULTURE COMMUNICATION CO. LTD.,,BUILDING PERMITS,newwest_permits
,SHIFT ENERGY GROUP INC,,BUILDING PERMITS,newwest_permits
,SHIRMAR CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,"SHIRMO, VAHID",,PLUMBING PERMITS,newwest_permits
,"SHOKER, SUKH",,BUILDING PERMITS,newwest_permits
,"SHOULDICE, NATHAN A",,PLUMBING PERMITS,newwest_permits
,"SIDHU, HARPAL",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"SIDHU, KARAMJIT",,PLUMBING PERMITS,newwest_permits
,"SIDHU, KARAN",,BUILDING PERMITS,newwest_permits
,"SIDHU, PARMINDERJIT",,PLUMBING PERMITS,newwest_permits
,"SIDHU, SARBAN S",,BUILDING PERMITS,newwest_permits
,SIGFUSSON CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,SIGMA DEVELOPMENTS LIMITED,,BUILDING PERMITS,newwest_permits
,SIGN SHOP,,BUILDING PERMITS,newwest_permits
,SIGN STAR,,BUILDING PERMITS,newwest_permits
,SIGNARAMA (ALEXEM ENTERPRISES),,BUILDING PERMITS,newwest_permits
,SIGNARAMA BURNABY,,BUILDING PERMITS,newwest_permits
,SIGNARAMA RICHMOND,,BUILDING PERMITS,newwest_permits
,SIGNARAMA SURREY,,BUILDING PERMITS,newwest_permits
,SIGNARAMA TRI-CITIES,,BUILDING PERMITS,newwest_permits
,SIGNARAMA VANCOUVER,,BUILDING PERMITS,newwest_permits
,SIGNIA CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,"SIGNS, UAWNING",,BUILDING PERMITS,newwest_permits
,SILVER GRIZZLY CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,SILVERCREST CUSTOM HOMES (SHARLENE BIRCH),,PLUMBING PERMITS,newwest_permits
,SILVERCREST CUSTOM HOMES AND RENOVATIONS INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,SILVERLINE EXTERIORS,,BUILDING PERMITS,newwest_permits
,SIMON APPLIANCE AND PLUMBING,,PLUMBING PERMITS,newwest_permits
,SIMPLEX HOME DESIGN - VIKRAM SINGH,,BUILDING PERMITS,newwest_permits
,SIMRAN CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"SINGH, GURVEER",,PLUMBING PERMITS,newwest_permits
,"SINGH, GURVINDER",,PLUMBING PERMITS,newwest_permits
,"SINGH, HERSIMRANJIT",,BUILDING PERMITS,newwest_permits
,"SINGH, JAGDEEP",,PLUMBING PERMITS,newwest_permits
,"SINGH, JASKARAN",,PLUMBING PERMITS,newwest_permits
,"SINGH, LOVEPREET",,BUILDING PERMITS,newwest_permits
,"SINGH, ONKAR",,BUILDING PERMITS,newwest_permits
,"SINGH, PALWINDER",,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"SINGH, RAJDEVINDER",,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,"SINGH, SARDUL",,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,"SINGH, YADVIR",,HYDRONIC HEATING,newwest_permits
,SINGHCO PROPERTIES LTD,,BUILDING PERMITS,newwest_permits
,SITKAWEST,,BUILDING PERMITS,newwest_permits
,SITU CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,SJR CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,"SKELLY, DANIEL G",,BUILDING PERMITS,newwest_permits
,SKY HIGH PLUMBING & HEATING,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,SLOPESIDE MECHANICAL SYSTEMS LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,SM CAISSIE CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,SMART VISION HI TECH CONSTUCTION LTD.,,BUILDING PERMITS,newwest_permits
,SMARTCO CONSTRUCTION INC,,PLUMBING PERMITS,newwest_permits
,"SMELTZER, BRETT",,PLUMBING PERMITS,newwest_permits
,"SMITH, HEIDI",,PLUMBING PERMITS,newwest_permits
,"SMITH, TIM",,PLUMBING PERMITS,newwest_permits
,SMOOTH FLOW PLUMBING & HEATING INC,,PLUMBING PERMITS,newwest_permits
,SMR PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,SNOWDEN CONSTRUCTION INC.,,BUILDING PERMITS,newwest_permits
,SOHAL HOMES LTD,,BUILDING PERMITS,newwest_permits
,"SOHI, DEE",,PLUMBING PERMITS,newwest_permits
,SOLID STRUCTURE WORKS,,BUILDING PERMITS,newwest_permits
,SOLTANI CONSTRUCTION CONSULTING LTD,,BUILDING PERMITS,newwest_permits
,SOMATIC HVAC SOLUTIONS,,PLUMBING PERMITS,newwest_permits
,"SOMUL, GURSIMMER",,BUILDING PERMITS,newwest_permits
,SON X PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,SON-X PLUMBING & HEATING INC,,PLUMBING PERMITS,newwest_permits
,"SOND, JASPALSINGH",,HYDRONIC HEATING,newwest_permits
,SONG SONG PLUMBING,,PLUMBING PERMITS,newwest_permits
,SOUTH COAST BC TRANSPORTATION AUTHORITY,,BUILDING PERMITS,newwest_permits
,SOUTHRIDGE PROJECTS,,BUILDING PERMITS,newwest_permits
,SPACE DESIGN CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,SPADES PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,SPECTRA MECHANICAL,,PLUMBING PERMITS,newwest_permits
,SPHERE BUILDERS GROUP INC,,BUILDING PERMITS,newwest_permits
,"SPICER, ELLA",,PLUMBING PERMITS,newwest_permits
,SPIDER CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,SPINOSA ENTERPRISES LTD,,BUILDING PERMITS,newwest_permits
,SPIRE DEVELOPMENT CORPORATION,,BUILDING PERMITS,newwest_permits
,SPLENDID RENOVATION,,BUILDING PERMITS,newwest_permits
,SPRINKL-TECH INSTALLATIONS INC,,PLUMBING PERMITS,newwest_permits
,"SPRINKLERS, UNIVERSITY",,PLUMBING PERMITS,newwest_permits
,SS1 CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,STAGEFAB CUSTOM MANUFACTURING,,BUILDING PERMITS,newwest_permits
,"STANSFIELD, MICHAEL",,PLUMBING PERMITS,newwest_permits
,STAR EAGLE RENOVATION,,BUILDING PERMITS,newwest_permits
,STARDUST SOLAR TECHNOLOGIES INC,,BUILDING PERMITS,newwest_permits
,STARGATE PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,STASH CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,STATUS ELECTRICAL CORPORATION,,BUILDING PERMITS,newwest_permits
,STATUS MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,STEEL & OAK BREWING CO.,,BUILDING PERMITS,newwest_permits
,STEELCREST CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,"STEELE, DAVID",,BUILDING PERMITS,newwest_permits
,STELLAR SIGNAGE LTD,,BUILDING PERMITS,newwest_permits
,"STEWART, MICHAEL M",,BUILDING PERMITS,newwest_permits
,"STICH, TOM",,BUILDING PERMITS,newwest_permits
,STONEGATE CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,STONEPOINT CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,STOUTEN ENTERPRISES,,PLUMBING PERMITS,newwest_permits
,"SULLIVAN, GEORGE",,PLUMBING PERMITS,newwest_permits
,"SULTAN, KUROSH",,PLUMBING PERMITS,newwest_permits
,SUMMATION INVESTMENT CORP.,,BUILDING PERMITS,newwest_permits
,SUMMIT FIRE PROTECTION LTD,,PLUMBING PERMITS,newwest_permits
,SUN & S CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,SUN STAR MECHANICAL LTD,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,SUN STAR PLUMBING AND HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,SUNDECKS UNLIMITED,,BUILDING PERMITS,newwest_permits
,SUNDIAMOND HOMES LTD,,BUILDING PERMITS,newwest_permits
,SUNG CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,SUNNY BEACH PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,SUNSTAR PLUMBING,,PLUMBING PERMITS,newwest_permits
,SUP HOMES,,BUILDING PERMITS,newwest_permits
,SUPERIOR HOMES CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,SUPREME STRUCTURAL TRANSPORT,,BUILDING PERMITS,newwest_permits
,SURREY MECHANICAL LTD,,HYDRONIC HEATING,newwest_permits
,SUSPENDED STAGES INCORPORATED (SSI),,BUILDING PERMITS,newwest_permits
,SYNC GROUP LTD,,PLUMBING PERMITS,newwest_permits
,SYNC MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,SYNCRA CONSTRUCTION CORP,,BUILDING PERMITS,newwest_permits
,SYNCRA CONSTRUCTION CORP - MAX HSU,,BUILDING PERMITS,newwest_permits
,"TAKHAR, AMRINDER",,BUILDING PERMITS,newwest_permits
,"TAKHAR, AMRINDER S",,PLUMBING PERMITS,newwest_permits
,"TAKHAR, JAGDEEP",,BUILDING PERMITS,newwest_permits
,TALENT CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"TAMBOLINE, ROBERT A",,BUILDING PERMITS,newwest_permits
,"TAN, MOLLY",,BUILDING PERMITS,newwest_permits
,TAPS ROOTS PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,TARCOTT CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,TASA CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,TASO SERVICES,,PLUMBING PERMITS,newwest_permits
,TATLAY ENTERPRISES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,TATLAY HOMES & DESIGN,,BUILDING PERMITS,newwest_permits
,TC COURTCO SIGNATURE CONTRACTING INC,,BUILDING PERMITS,newwest_permits
,TDH ENTERPRISES LTD.,,BUILDING PERMITS,newwest_permits
,TDM EXCAVATING & CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,TEGH MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,TERRA PEAK CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,TERRA PEAK CONTRACTING,,BUILDING PERMITS,newwest_permits
,TERRACOTTA CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,TERRAFIRMA IND LTD,,BUILDING PERMITS,newwest_permits
,"THALLER, RICARDO",,PLUMBING PERMITS,newwest_permits
,THE ECONO-RACK GROUP INC DBA KONSTANT,,BUILDING PERMITS,newwest_permits
,THE GOLDEN LOTUS SPRINKLERS CO. LTD,,PLUMBING PERMITS,newwest_permits
,THE MARKOVIC HOMES CO. LTD.,,BUILDING PERMITS,newwest_permits
,THE ONE PLUMBING AND HEATING INC,,PLUMBING PERMITS,newwest_permits
,THE RADIUS GROUP,,PLUMBING PERMITS,newwest_permits
,THE RESTORERS GROUP INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,THE RESTORES GROUP INC,,BUILDING PERMITS,newwest_permits
,THEEPAN FOOD (KALATHEEPAN KANAGARAJAH),,BUILDING PERMITS,newwest_permits
,THEOREM DEVELOPMENT,,BUILDING PERMITS,newwest_permits
,THOMAS HOMES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"THOMSON, DONNA (",,BUILDING PERMITS,newwest_permits
,"THORNE, TYLER P",,PLUMBING PERMITS,newwest_permits
,THRIVE DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,THROW AWAY JUNK & THROW AWAY CONSTRUCTION DEBRIS LTD,,BUILDING PERMITS,newwest_permits
,TIDELINE MECHANICAL,,PLUMBING PERMITS,newwest_permits
,TIEM BUILDERS LTD,,BUILDING PERMITS,newwest_permits
,TIMBERLAND DEMOLITION & EXCAVATION LTD,,BUILDING PERMITS,newwest_permits
,TINO MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,TISA DEVELOPMENTS INC,,BUILDING PERMITS,newwest_permits
,TITAN CONSTRUCTION,,PLUMBING PERMITS,newwest_permits
,TITAN CONSTRUCTION COMPANY LIMITED,,BUILDING PERMITS,newwest_permits
,TITAN FIRE PROTECTION,,PLUMBING PERMITS,newwest_permits
,TOBIAS C/O MARVEL PLUMBING + DRAIN,,PLUMBING PERMITS,newwest_permits
,TOGETHER INTERIOR LTD,,BUILDING PERMITS,newwest_permits
,"TOLMIE, TAMMY",,PLUMBING PERMITS,newwest_permits
,TOM WOOD CONTRACTING,,BUILDING PERMITS,newwest_permits
,"TONGKO, MATT",,PLUMBING PERMITS,newwest_permits
,"TONGKO, MATTHEW",,PLUMBING PERMITS,newwest_permits
,TOPLINE PLUMBING SERVICES,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,TORRES HOLDINGS INC,,BUILDING PERMITS,newwest_permits
,TORRESAN PLUMBING & HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,TOTAL CONSTRUCTION GROUP,,BUILDING PERMITS,newwest_permits
,TOTAL RELIANCE DEVELOPMENT CORP,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,TOTALPLAN INC,,BUILDING PERMITS,newwest_permits
,TOUCH ONE PLUMBING & HEATING LTD.,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,TQ CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,"TRA, HUYNH",,PLUMBING PERMITS,newwest_permits
,"TRAN, KIM",,PLUMBING PERMITS,newwest_permits
,TRANE CANADA,,BUILDING PERMITS,newwest_permits
,TRAPEZOID BUILD PLUS INC,,BUILDING PERMITS,newwest_permits
,TRASOLINI POOLS,,BUILDING PERMITS,newwest_permits
,TRAYLOR AECON GENERAL PARTNERSHIP,,PLUMBING PERMITS,newwest_permits
,TRAYLOR-AECON GENERAL PARTNERSHIP,,BUILDING PERMITS,newwest_permits
,TRI CITY GENERAL CONTRACTORS,,BUILDING PERMITS,newwest_permits
,TRI-CITY ENVIRONMENTAL,,BUILDING PERMITS,newwest_permits
,TRI-CITY PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,TRI-M PLUMBING & DRAINAGE,,PLUMBING PERMITS,newwest_permits
,TRI-M PLUMBING AND DRAINAGE,,PLUMBING PERMITS,newwest_permits
,TRI-M PLUMBING-DRAINAGE INC.,,PLUMBING PERMITS,newwest_permits
,TRI-TECH MACHINE LTD.,,BUILDING PERMITS,newwest_permits
,TRIAHN ENTERPRISES (2018) LTD,,PLUMBING PERMITS,newwest_permits
,TRILAR FIRE PROTECTION LTD,,PLUMBING PERMITS,newwest_permits
,TRILINKS COMMUNICATIONS INC.,,BUILDING PERMITS,newwest_permits
,TRILLIUM PROJECT MANAGEMENT LTD,,BUILDING PERMITS,newwest_permits
,TRINACRIA MECHANICAL CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,TRIO PLUMBING LTD.,,PLUMBING PERMITS,newwest_permits
,TRIPLE AAA CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,TROY LIFE & FIRE SAFETY LTD.,,PLUMBING PERMITS,newwest_permits
,TRUE CONSTRUCTABLE SOLUTIONS LTD,,PLUMBING PERMITS,newwest_permits
,TRUE NORTH CONSTRUCTION GROUP,,BUILDING PERMITS,newwest_permits
,"TRUONG, JOHN",,PLUMBING PERMITS,newwest_permits
,TRUST EXCAVATION & DEMOLITION,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,TRUSTPLUS MANAGEMENT & CONTRACTING INC.,,BUILDING PERMITS,newwest_permits
,TRUSTY SALES LTD,,PLUMBING PERMITS,newwest_permits
,TSANG CHU CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,TTYL CONSTRUCTION & RENOVATION LTD.,,BUILDING PERMITS,newwest_permits
,"TUCSOK, DIANE R",,BUILDING PERMITS,newwest_permits
,TUFFCO CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,TUNDRA PLUMBING,,PLUMBING PERMITS,newwest_permits
,TURN-KEY CONSTRUCTION INC.,,BUILDING PERMITS,newwest_permits
,TURNER CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,TWD TECHNOLOGIES LTD.,,BUILDING PERMITS,newwest_permits
,TWIN LIONS CONTRACTING,,BUILDING PERMITS,newwest_permits
,TWO BROTHERS PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,TWO SUPREME MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,TX CONTRACTING LTD.,,PLUMBING PERMITS,newwest_permits
,TYBO CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,TYCO INTEGRATED FIRE & SECURITY CANADA,,PLUMBING PERMITS,newwest_permits
,"TYCO INTEGRATED FIRE & SECURITY CANADA, INC",,PLUMBING PERMITS,newwest_permits
,TYKO DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,U WANT RENOVATION LTD,,BUILDING PERMITS,newwest_permits
,UNBUILDERS DECONSTRUCTION INC.,,BUILDING PERMITS,newwest_permits
,UNIFIED PLUMBING AND HEATING INC,,PLUMBING PERMITS,newwest_permits
,UNITECH CONSTRUCTION MANAGEMENT LTD.,,BUILDING PERMITS,newwest_permits
,UNITED AWNING & SIGN,,BUILDING PERMITS,newwest_permits
,UNITED AWNING & SIGNS LTD,,BUILDING PERMITS,newwest_permits
,UNIVERSAL GRAPHICS,,BUILDING PERMITS,newwest_permits
,UNO MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,UPG PROPERTY GROUP INC,,BUILDING PERMITS,newwest_permits
,UPSTREAM PLUMBING & HEATING LTD.,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,URBAN PLUMBING & HEATING LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,URBAN ROOTS CONTRACTING INC,,BUILDING PERMITS,newwest_permits
,URBANSCAPES CONSTRUCTION GROUP LTD,,PLUMBING PERMITS,newwest_permits
,VAHEGURU HOMES INC.,,BUILDING PERMITS,newwest_permits
,VALENCE PLUMBING & HEATING INC,,PLUMBING PERMITS,newwest_permits
,VAN CUSTOM PLUMBING LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,VAN DYK AND SONS CONTRACTING,,BUILDING PERMITS,newwest_permits
,VANCAN DRYWALL & STEEL FRAMES LTD,,BUILDING PERMITS,newwest_permits
,VANCOUVER BACKFLOW TESTING LTD,,PLUMBING PERMITS,newwest_permits
,VANCOUVER FIRE & SECURITY,,PLUMBING PERMITS,newwest_permits
,VANCOUVER FIRE AND SECURITY,,PLUMBING PERMITS,newwest_permits
,VANCOUVER GENERAL CONTRACTORS,,BUILDING PERMITS,newwest_permits
,VANCOUVER JIE NUO ENTERPRISES LTD,,BUILDING PERMITS,newwest_permits
,VANCOUVER PLUMBING DOCTOR LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"VANDERLOO, HENRY C",,PLUMBING PERMITS,newwest_permits
,"VANDERZWAN, JAMES",,PLUMBING PERMITS,newwest_permits
,"VANI, ROGER",,PLUMBING PERMITS,newwest_permits
,VANMAR CONSTRUCTIOR 1123 INC.,,BUILDING PERMITS,newwest_permits
,VANMAR CONSTRUCTORS 1098 INC,,BUILDING PERMITS,newwest_permits
,VANMECH PLUMBING & HEATING LTD.,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,VANSA RENOVATION,,BUILDING PERMITS,newwest_permits
,VANTAGE MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,"VARELA, CARLOS",,PLUMBING PERMITS,newwest_permits
,VARIANT SERVICES INC,,BUILDING PERMITS,newwest_permits
,VASTO BUILDERS,,BUILDING PERMITS,newwest_permits
,VAUGHAN VENTURES LTD,,PLUMBING PERMITS,newwest_permits
,"VAUGHAN, KEITH",,PLUMBING PERMITS,newwest_permits
,VECTOR CORROSION TECHNOLOGIES LTD,,BUILDING PERMITS,newwest_permits
,"VELASCO, VINCENT",,PLUMBING PERMITS,newwest_permits
,VENEZIA INVESTMENT COMPANY,,PLUMBING PERMITS,newwest_permits
,VENTANA SPECIAL PROJECTS CORP.,,BUILDING PERMITS,newwest_permits
,VERNON VEE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,VERSA DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits
,VERSA PLATINUM CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,VERTA MECHANICAL PLUMBING & HEATING INC,,BUILDING PERMITS,newwest_permits
,"VESTERGAARD, LAYNA",,BUILDING PERMITS,newwest_permits
,VIDO BUILDING REPAIRS & MAINTENANCE LTD,,PLUMBING PERMITS,newwest_permits
,VIJAY LAXMI CONSTRUCTION & INVESTMENTS,,BUILDING PERMITS,newwest_permits
,VIJAYLAXMI CONSTR & INVESTMENTS,,PLUMBING PERMITS,newwest_permits
,VIJAYLAXMI CONSTRUCTION & INVESTMENTS,,PLUMBING PERMITS,newwest_permits
,VIKING FIRE PROTECTION INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,VINCI PLUMBING AND HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,VINCI PLUMBING HEATING + DRAINAGE LTD,,PLUMBING PERMITS,newwest_permits
,VIPOND INC,,PLUMBING PERMITS,newwest_permits
,"VIRK, ARMINDER S",,PLUMBING PERMITS,newwest_permits
,"VIRK, PRABHJYOT SINGH",,PLUMBING PERMITS,newwest_permits
,"VITIC, JOSIP",,PLUMBING PERMITS,newwest_permits
,VN PLUMBING SERVICES INC,,PLUMBING PERMITS,newwest_permits
,"VOLKOTRUBOV, EVGENY",,PLUMBING PERMITS,newwest_permits
,VORTEX CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,"VOVCHENKO, MAXYM",,PLUMBING PERMITS,newwest_permits
,VPAC CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,"WANG, CHUN S",,BUILDING PERMITS,newwest_permits
,"WANG, JIMMY",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"WANG, LOUXIANG",,BUILDING PERMITS,newwest_permits
,WATERFALL PLUMBING & HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,WATKINS PLUMBING INC,,PLUMBING PERMITS,newwest_permits
,"WATKINS, RYAN",,PLUMBING PERMITS,newwest_permits
,"WATSON, SEAN",,PLUMBING PERMITS,newwest_permits
,WCDS INC. DBA INWEST SOLUTIONS,,BUILDING PERMITS,newwest_permits
,"WEIGEL, TAYLOR",,PLUMBING PERMITS,newwest_permits
,"WELCH, MIKE",,PLUMBING PERMITS,newwest_permits
,WELLBY YANG LTD,,BUILDING PERMITS,newwest_permits
,"WELSH, JASON",,PLUMBING PERMITS,newwest_permits
,WESGROUP CONTRACTING,,BUILDING PERMITS,newwest_permits
,WEST COAST BUILDING RESTORATION,,BUILDING PERMITS,newwest_permits
,WEST COAST PLUMBING,,PLUMBING PERMITS,newwest_permits
,WEST CROW CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,WEST PENDER MECHANICAL,,PLUMBING PERMITS,newwest_permits
,WEST YORK HOMES,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,WESTBEACH PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,WESTBLUE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,"WESTBRIDGE PLUMBING & HEATING, WESTBRIDGE PLUMBING & HEATING",,PLUMBING PERMITS,newwest_permits
,WESTCOAST PATIO COVERS LTD,,BUILDING PERMITS,newwest_permits
,WESTERN STAR PLUMBING LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"WESTIE, ROBIN",,PLUMBING PERMITS,newwest_permits
,WESTLAND PLUMBERY,,PLUMBING PERMITS,newwest_permits
,WESTLAND PLUMBING,,PLUMBING PERMITS,newwest_permits
,WESTMOV PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,WHITE EAGLE HOMES LTD,,BUILDING PERMITS,newwest_permits
,WHITE KNIGHT CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"WHITFORD, KEELY",,PLUMBING PERMITS,newwest_permits
,"WHYTE, CONOR",,PLUMBING PERMITS,newwest_permits
,"WILDE, VANESSA",,PLUMBING PERMITS,newwest_permits
,WILDFLOWER CONTARCTING,,BUILDING PERMITS,newwest_permits
,WILLETTS CONTRACTING (2004) LTD.,,BUILDING PERMITS,newwest_permits
,WILLIAM MCDONELL,,PLUMBING PERMITS,newwest_permits
,"WILLIAMS (OLD CONTRACTOR), BRETT M",,PLUMBING PERMITS,newwest_permits
,"WILLIAMS, BRETT",,PLUMBING PERMITS,newwest_permits
,"WILSON, BYRON",,BUILDING PERMITS,newwest_permits
,"WISE, DANIEL",,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"WISE, DANIEL A",,BUILDING PERMITS,newwest_permits
,"WISE, DREA J",,BUILDING PERMITS,newwest_permits
,WONDERWALL HOMES LTD,,BUILDING PERMITS,newwest_permits
,XPERT MECHANICAL,,BUILDING PERMITS,newwest_permits
,XPERT MECHANICAL & J.K. LILLIE LTD.,,PLUMBING PERMITS,newwest_permits
,XPERT MECHNICAL & J.K. LILLIE LTD,,PLUMBING PERMITS,newwest_permits
,"YANG, DEVIN",,PLUMBING PERMITS,newwest_permits
,"YANG, JACKSON",,PLUMBING PERMITS,newwest_permits
,"YANG, JACKSON C",,PLUMBING PERMITS,newwest_permits
,"YANG, KYOUNGMO",,PLUMBING PERMITS,newwest_permits
,"YANG, WEI C",,BUILDING PERMITS,newwest_permits
,"YANG, YUANZHI",,BUILDING PERMITS,newwest_permits
,YE TENG CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
